publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2025-07-10,"A motorcyclist was grievously injured in a traffic accident in Msida on Wednesday evening. The collision occurred at around 6:30 p.m. on Triq Mikiel Anton Vassalli and involved a Smart car driven by a 40-year-old Italian woman residing in Mosta, and a Honda WW125 motorcycle ridden by a 45-year-old man from Ħamrun. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",06:30,2025-07-09,grievous,motorcyclist,1,0,0,0,0,0,COLL,"['40', '45']",Msida on Wednesday evening,Msida on Wednesday evening,,2,0,False,False,27.8,24.4,31.0,0.0,False,collision
2025-07-14,"A motorcyclist was left with serious injuries Monday after a traffic accident in Marsaxlokk. Initial investigations suggest a collision occurred between a Kymco motorbike driven by a 35-year-old French national and a 30-year-old Ħaż-Żabbar resident on Melqart Street at around 11am. The French national was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are ongoing.",11:00,2025-07-14,serious,motorcyclist,1,0,0,0,0,0,COLL,"['35', '30']",Marsaxlokk,Marsaxlokk,,0,0,False,False,28.5,23.0,35.3,0.0,False,collision
2025-07-17,A woman was grievously injured on Thursday after the motorbike she was driving was involved in a collision in Gżira. The 45-year old woman from Ta’Xbiex was driving a Lexmoto Riviera motorbike when she was involved in a collision with a Toyota Auris driven by a 24-year old woman from Sliema. The incident happened at around 1.15pm on Rue d’Argens in Gżira. The motorcyclist was taken to Mater Dei Hospital by ambulance where she was certified to have sustained grievous injuries. Police investigations are under way.,13:15,2025-07-17,grievous,motorcyclist,1,0,0,0,0,0,COLL,[],Thursday after the motorbike she was driving was involved in a collision in Gżira,Thursday after the motorbike she was driving was involved in a collision in Gżira,,3,0,False,False,27.1,24.5,30.9,0.0,False,collision
2025-07-17,"A 70-year-old woman was left with serious injuries Wednesday after a traffic accident in Mqabba. The accident occurred at around 5pm on Triq L-Imqabba, with initial investigations indicating the woman lost control of the Kia Picanto she was driving and crashed into a pole. She was treated at the scene before being taken to Mater Dei Hospital, where her injuries were certified as serious. Investigations are ongoing.",17:00,2025-07-16,serious,driver,0,0,1,1,0,0,FXOBJ,['70'],Mqabba,Mqabba,,2,1,False,False,28.6,23.0,34.0,0.0,False,crushed into an obstacle
2025-07-18,"A young man was taken to hospital with serious injuries on Thursday night after being involved in a traffic accident while riding an e-scooter. The accident occurred at around 10.15pm on Birkirkara Valley Road, with initial investigations indicating the 17-year-old was involved in a collision with a Mazda Demio driven by a 41-year-old Birkirkara resident. The young man, also a Birkirkara resident, was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are ongoing.",22:15,2025-07-17,serious,cyclist,1,0,0,0,0,0,COLL,"['17', '41']",Thursday night after being involved in a traffic accident while riding an e-scooter,Thursday night after being involved in a traffic accident while riding an e-scooter,,3,0,False,False,27.1,24.5,30.9,0.0,False,collision
2025-07-20,"A 16-year-old boy from Mtarfa is in critical condition following a bicycle accident that occurred around 12:30 p.m. yesterday on Triq il-Buqana, Rabat.
Initial investigations revealed that the teenager lost control of his bicycle and collided with a wall.
Emergency responders provided immediate medical assistance at the scene before rushing him to Mater Dei Hospital by ambulance.
Doctors later confirmed that the boy suffered serious injuries and is currently at risk of dying.
Magistrate Dr Antoine Agius Bonnici LL.D. has ordered an inquiry, while police investigations into the incident are still underway.",12:30,2025-07-19,serious,cyclist,1,0,1,0,0,0,COLL,['16'],"Triq il-Buqana, Rabat",Triq il-Buqana,Rabat,5,0,False,False,27.7,24.7,32.4,0.0,False,collision
2025-07-20,"A scooter rider injured in a hit-and-run crash in the Regional Road tunnels earlier this month is struggling to track down the driver, after being told that none of the tunnel cameras work. Giuseppe Di Dio, a 22-year-old Sicilian who works as a DJ and event organiser, was riding his Vespa 300 on July 2 at around 12.30pm when he was hit. As he entered the tunnel heading towards Swieqi, he says a van crossed into his lane, cut him off and crashed into him, knocking him off his Vespa. “I feel super lucky to tell the story. It hurt a lot. When I was on the floor, I could feel my burns,” he told Times of Malta. Shocked by the impact, Di Dio said he could not identify the van but recalled opening his eyes to see the driver standing over him. According to Di Dio, the man looked South Asian and was wearing a blue shirt. He believes he was driving a delivery van but is unsure which company the van belonged to. “He came over, checked I was alive, told me nothing and rushed off,” he said. “I know if I saw him, I would recognise him.” Thankfully, other drivers stopped to help Di Dio. He was taken to Mater Dei Hospital, where he said he had to wait between six to seven hours before being seen. “That was horrible. I couldn’t take it anymore and began to scream out in pain, and only then did they see me,” he said. He was initially told he had minor injuries and was prescribed painkillers. But after several days, his wounds became increasingly painful and doctors at Saint James Hospital later confirmed they were infected. Alongside the physical injuries, Di Dio said his motorbike was damaged and he incurred around €4,000 in expenses for medical treatment, medications, transport and missed work. “I want a refund for the damages but the most important thing is I want to find out who hit me to avoid future accidents,” he said.  After being treated, Di Dio filed a police report. He hoped CCTV footage from the tunnel would help identify the van. But he said police informed him that the security cameras inside the Ta’ Giorni tunnels do not work. “It’s insane. The policeman told me that none of the cameras they have for the tunnels work,” he said. “I told them that it is impossible but they told me again that none of them work.” In 2020, the government launched a €10 million project to upgrade Malta’s major tunnels, including Ta’ Giorni, which included the installation of security cameras. When asked if the cameras were working on the day of the incident, the transport ministry said: “The Traffic Control Centre did not have CCTV coverage in the mentioned area on the 2nd of July 2025.” The ministry did not answer questions about whether the cameras are operational. Police confirmed that a report on the accident had been filed and investigations are ongoing. In 2022, a Transport Malta spokesperson told Times of Malta that tunnel cameras were linked to the authority’s traffic control centre, and used for both congestion monitoring and automatic incident detection.",12:30,2025-07-20,minor,pedestrian,0,1,0,1,0,0,PED,['22'],July 2 at around 12,July 2 at around 12,,6,0,False,False,27.7,23.7,33.2,0.0,False,running over pedestrian
2025-07-23,"A 79-year-old woman from Mosta has died and an 81-year-old man is in a critical condition following a road accident in Lija on Wednesday morning.   The collision took place at around 10.30am on Triq il-Mosta and involved a Renault Trafic van and a Suzuki Swift car. Police said the van was driven by a 24-year-old man from Mtarfa. The Suzuki was being driven by the 81-year-old from Mosta, with the 79-year-old woman, also from Mosta, as a passenger.  Emergency services, including members of the Civil Protection Department and a medical team, attended the scene. All three individuals were taken to Mater Dei Hospital for treatment. The woman was certified dead shortly after arrival.  The 81-year-old man is in a serious condition, whle the condition of the van driver was not known at the time of publication. Magistrate Ian Farrugia is leading an inquiry while police investigations are ongoing.",10:30,2025-07-23,serious,driver,1,0,0,0,0,0,COLL,"['79', '81', '24', '81', '79', '81']",Lija on Wednesday morning,Lija on Wednesday morning,,2,0,False,False,28.8,25.0,34.4,0.0,False,collision
2025-07-24,"A motorcyclist was grievously injured following an accident in Naxxar on Thursday morning. The 65-year old man, who lives in Mellieħa, was driving his Honda motorbike along Triq is-Salina at around 10.15am when he lost control of his vehicle, crashed into the pavement and fell off his motorbike. A medical team was called to assist him and he was taken to Mater Dei hospital by ambulance where he was certified to have sustained grievous injuries. Police investigations are under way.",10:15,2025-07-24,grievous,motorcyclist,0,0,1,1,0,0,FXOBJ,[],Naxxar on Thursday morning,Naxxar on Thursday morning,,3,0,False,False,30.9,24.0,37.5,0.0,False,crushed into an obstacle
2025-07-24,"A motorcyclist and his passenger were taken to hospital with serious injuries after a traffic accident in Tarxien the early hours of Thursday morning. Initial investigations indicate that the man, a 40-year-old Tarxien resident, lost control of the Kawasaki motorcycle he was riding at around 4.30am, causing it to overturn. A 33-year-old Latvian woman living in Marsascala was also on the motorcycle when it overturned on Triq San Anard. The pair were treated at the scene before being taken to Mater Dei Hospital, where their injuries were certified as serious. Investigations are ongoing.",04:30,2025-07-24,serious,motorcyclist,0,0,1,0,1,0,ROLL,"['40', '33']",Tarxien the early hours of Thursday morning,Tarxien the early hours of Thursday morning,,3,0,False,False,30.9,24.0,37.5,0.0,False,overturned
2025-07-26,"A 27-year-old motorcyclist was killed in a traffic accident in Pembroke in the early hours of Saturday morning.  Initial investigations suggest a BMW 1 Series driven by a 22-year-old man from St Paul's Bay and a Honda motorcycle driven by the victim, a Paola resident, collided at around 1am on Triq Sant’Andrija. The victim was treated at the scene before being taken to Mater Dei Hospital, where he was pronounced dead a short time later.  Police investigations are ongoing.",01:00,2025-07-26,death,driver,1,0,0,0,0,0,COLL,"['27', '22']",Pembroke in the early hours of Saturday morning,Pembroke in the early hours of Saturday morning,,5,0,False,False,30.1,26.0,35.7,0.0,False,collision
2025-07-27,"Updated 6.35 pm  A woman died and another is in a critical condition following a crash involving Robert Abela's mother and father. The Prime Minister's parents – former president George Abela and Margaret Abela – were among several people hospitalised following a head-on collision between two cars in Fgura on Sunday afternoon. Shortly after the accident, Prime Minister Robert Abela said his mother and father were in a stable condition in hospital. In a statement, police said the individuals were certified as ""grievous"". In a statement, the police said the 71-year-old woman from Żabbar was pronounced dead shortly after the incident.  A 23-year-old woman who was driving the vehicle is in a critical condition. She is also from Żabbar. The crash, between a Toyota Corolla and an Audi Q3, happened at around 3.30 pm on Triq Hompesh, the busy Fgura road leading to Żabbar.  The police said the Civil Protection Department were needed on site.  Magistrate Ian Farrugia is leading an inquiry into the crash, alongside police investigations.",15:30,2025-07-27,grievous,driver,1,0,0,0,0,0,COLL,"['71', '23']",Fgura on Sunday afternoon,Fgura on Sunday afternoon,,6,0,False,False,26.6,23.9,30.3,0.0,False,collision
